ALT,ALP,AST,ALB,LDH,CK,CK MB,ALDO,CREA,P,CO2,AMM,NA/K,New_category,JB_category,Month
3.4,485.7,184.3,13.7,779.357182,1554.9,2683.6,259.1,368.4,4.84,18.3,322.5,36.35535308,HEALTHY,HEALTHY,
3.907073643,876.7,206.3,13,779.357182,925.4,1507.8,82.38385356,234.1,3.82,18.4,238.6,45.55555556,HEALTHY,HEALTHY,
3.4,363.3,166.7,10.6,779.357182,84.6,161.2,112.1,42.4,3.9,18.1,262.5,41.05534106,HEALTHY,HEALTHY,
1.8,618.9,171.6,13.3,256.2,3819,6761.2,201.8,181.2,4.24,20.7,293,48.62547289,HEALTHY,HEALTHY,
2,776.9,163.9,15.4,547.5,2433.3,5964.6,132.1,267.3,3.9,23.7,443.4,51.18210863,HEALTHY,HEALTHY,
1.3,750.1,179.2,13.8,230.25,3645.2,4125,7.2,189.1,3.94,18.3,254.1,43.39673913,HEALTHY,HEALTHY,
0.6,602.2,177.7,12.4,480,1150.9,1963,103.2,270.6,3.64,25.4,306.2,52.32786885,HEALTHY,HEALTHY,
3.2,687.3,144.8,13.5,511.2,1606.5,3119.8,112.8,275.8,3.82,20,274.3,40.58375635,HEALTHY,HEALTHY,
5.7,291.8,113,11.7,2030.25,526.1,938.8,265.3,312.3,5.22,20.3,431.6,35.59284116,HEALTHY,HEALTHY,
3.2,493.3,164.8,12.4,183.45,460.3,787,165.3,73,4.08,23.5,269.1,41.90728477,HEALTHY,HEALTHY,
1.1,612.3,156.2,13.7,969,3668.7,7045.8,263.9,638.9,4.96,20.9,419.1,55.68904594,HEALTHY,HEALTHY,
1.1,465.4,170.8,12.8,386.25,2968.8,5604.4,230.1,311.6,4.22,22,339.4,40.15228426,HEALTHY,HEALTHY,
1.5,430.2,160.5,10.8,1889.85,577.8,957.8,332.2,58,3.34,19.6,188,38.21901324,HEALTHY,HEALTHY,
30.5,619.5642319,276.8,7.7,187.2,1700.5,3233.6,82.38385356,20.4,5.14,15.6,977.7,43.87700535,HEALTHY,HEALTHY,February
4.3,619.5642319,162.8,6.3,1588.2,164.4,313,82.38385356,12.4,3.08,16.1,794.8,74.88584475,HEALTHY,HEALTHY,February
4.1,619.5642319,140,6.5,1436.4,413.4,768.2,82.38385356,17.7,3.36,10.2,496.6,81.5037594,HEALTHY,HEALTHY,February
5.5,619.5642319,128.4,4.4,2511.15,103.3,237,82.38385356,11.5,3.04,12.4,338.9,72.71111111,HEALTHY,HEALTHY,February
7.8,619.5642319,305.6,15,629.7,3992.8,6268.2,82.38385356,25.7,2.92,11,407.1,91.46131805,HEALTHY,HEALTHY,February
15.3,619.5642319,242.2,9,2688.15,2743.3,5357.8,82.38385356,35.4,4.14,11.9,650.2,68.90295359,HEALTHY,HEALTHY,February
6.9,619.5642319,256.6,12,490.65,2555.4,4713,82.38385356,16.8,2.28,8.8,310.4,91.33144476,HEALTHY,HEALTHY,February
6.2,619.5642319,310.3,16.1,733.35,2050.989893,3554.934874,82.38385356,20.4,3.2,10.7,362.1,89.38888889,HEALTHY,HEALTHY,February
4.1,619.5642319,195.9,16.8,1036.8,5200.1,9985.4,82.38385356,28.3,3.26,11,570.1,79.34673367,HEALTHY,HEALTHY,February
7.8,619.5642319,271.6,12.4,250.35,2564.8,4144,82.38385356,21.3,3.2,12.1,236.7,95.05882353,HEALTHY,HEALTHY,February
9.9,305,204.5,10.5,979.35,2292.4,4523.4,198.4,12.4,3.84,14.8,383,77.83783784,HEALTHY,HEALTHY,March
11.8,1054.2,234.8,15.6,685.5,2691.6,4864.6,225.3,25.4,4.66,21.3,540.6,80.35175879,HEALTHY,HEALTHY,March
9,264.5,176.8,10.7,1497,4331,8733.6,454.4,13.7,4.1,17.1,571.5,70.91722595,HEALTHY,HEALTHY,March
7.4,1074.8,267.3,19.3,3018.75,1423.3,2171.6,163.2,54.8,9.52,6.6,784,62.58064516,HEALTHY,HEALTHY,March
4.8,1740.9,266.9,20.1,2061.45,789.2,1071.6,61.8,35.2,6.42,9.8,528.8,74.27331887,HEALTHY,HEALTHY,March
5.3,2.6,263.2,22.1,3013.5,2062.2,3554.934874,82.38385356,58.7,7.76,7.4,600.8,71.75,HEALTHY,HEALTHY,March
4.6,1294.5,257.8,21.1,989.85,1188.5,1963,61.1,45,7.2,10.3,393,79.95294118,HEALTHY,HEALTHY,March
8.5,1473.1,257.6,19,1827.45,2419.2,4618.2,211.5,40.4,8.92,7.3,659.1,73.56223176,HEALTHY,HEALTHY,March
5.5,1143.8,272.9,19.8,599.55,2842,4314.6,157.7,45,7.6,9.8,787.4,72.56410256,HEALTHY,HEALTHY,March
12.3,853.3,252,20.7,1130.25,4509.5,8714.8,327.4,41.7,7.26,12.1,709.7,73.21585903,HEALTHY,HEALTHY,March
9.9,1151.5,254.2,16.2,1473.6,1475,2702.6,132.8,40.4,7.4,9.1,708.3,73.18965517,HEALTHY,HEALTHY,March
7.4,853.3,268.6,19.2,3260.7,3128.5,5794,396.4,38.5,5.7,12.9,606,81.12195122,HEALTHY,HEALTHY,March
3.9,619.5642319,257.6,14.2,2084.85,1766.2,3554.934874,82.38385356,31.3,7.08,12.3,558.5,67.48062016,HEALTHY,HEALTHY,March
6.9,909.4,262.1,16.8,773.85,4410.9,8107.8,223.2,50.9,8.24,11,781.8,75.13274336,HEALTHY,HEALTHY,March
8.3,1129.9,259.6,18.3,2163,4509.5,7064.8,409.5,50.9,7.4,17,707.8,71.69164882,HEALTHY,HEALTHY,March
3.4,990.4,205.6,17.6,1203.15,1296.5,1963,110.1,45,7.16,9.082255521,510.8,80.67307692,HEALTHY,HEALTHY,March
7.8,923,206.9,13.1,818.1,2320.5,3821.6,240.5,27.4,4.18,16.3,545,72.17002237,HEALTHY,HEALTHY,March
2.7,786.3,229.5,19.1,753,6665.7,11901,374.3,69.8,10.56,9.6,1556,50.96153846,HEALTHY,HEALTHY,March
9.93,1100.92,270.96,16.16,685.44,7948.1,14176.8,347.42,68.46,9.9,14.48,1417.62,43.98865248,HEALTHY,HEALTHY,March
2.45,13.43,58.79,2.9,1869.015,4204.2,5471.6,297.05,5.87,4.44,13.69,1082.24,38.25556858,HEALTHY,HEALTHY,March
4.1,785.3,225.8,15.4,875.4,3142.6,5832,170.1,46.88323964,3.44,11,556.5,74.74698795,HEALTHY,HEALTHY,March
4.3,503.8,258.3,13,2566.2,18.8,12602.6,384,16.3,4.24,11.1,577.4,70.6013363,HEALTHY,HEALTHY,March
5.3,745.2,249.5,11.4,2709.15,122.1,237,401.9,18.3,5.04,11.4,772.7,51.13095238,HEALTHY,HEALTHY,March
0.1,123.3,72.1,8,2230.65,75.2,104.4,195.6,13,3.44,11,575,74.72684086,HEALTHY,HEALTHY,March
6,733,272.7,15.9,1999.05,5096.7,7956,310.8,17.6,4.34,11.1,986.6,71.51785714,HEALTHY,HEALTHY,March
6.4,334,266.4,14.9,1070.4,3617,7235.4,1,18.9,3.5,10,652.4,78.4,HEALTHY,HEALTHY,March
5.7,550.2,272.5,13.9,2134.35,3668.7,7083.6,313.6,19.6,3.84,9.6,637.2,75.45454545,HEALTHY,HEALTHY,March
5.3,422.9,241.7,14.8,1239.45,3452.6,5851,250.1,15.6,3.58,9.9,517,78.59649123,HEALTHY,HEALTHY,March
2,171.1,111.7,8.1,1044.45,79.9,123.2,131.4,11.7,3.92,11,618.3,73.45794393,HEALTHY,HEALTHY,March
8.1,572.5,274,14.7,1616.7,3433.8,6363,317.1,17.6,4.42,10,843,74.00468384,HEALTHY,HEALTHY,March
12.5,540.1,161.3,13.6,1947,3278.8,5054.4,276.3,18.3,4.54,10.6,679.7,70.82608696,HEALTHY,HEALTHY,March
4.8,272.9,225.4,11.1,1351.35,202,483.6,237.7,14.3,4.78,10.3,639.4,73.88127854,HEALTHY,HEALTHY,March
1.5,151.9,94.7,11.7,594.45,1019.3,1526.8,93.5,17,7.9,8.5,1412.7,56.1754386,HEALTHY,HEALTHY,March
5,458.8,236.1,15,979.35,3222.4,6401,216.3,47.6,9.02,10.7,1487.4,47.09580838,HEALTHY,HEALTHY,March
3.9,526.5,271.8,14.3,942.9,8657.4,16851,250.8,20.2,6.36,13.6,1114.2,54.65968586,HEALTHY,HEALTHY,March
3.9,523.3,188.6,13.1,555.3,2715.1,5016.4,112.1,41.1,7.48,13.5,974.3,56.55913978,HEALTHY,HEALTHY,March
3.6,598.7,255.5,16.6,690.6,3292.9,5813,78.3,25.4,8.26,11,1231.7,53.83838384,HEALTHY,HEALTHY,March
4.3,688,253.8,15.1,446.1,2691.6,4883.6,89.4,39.1,8.48,14.3,1277,59.18215613,HEALTHY,HEALTHY,March
6.4,753.2,241.3,17,414.9,4875.9,7501,179.1,26.7,9.14,10,1554.3,26.33613445,HEALTHY,HEALTHY,March
5,458.5,256.6,13.2,2087.55,5209.5,8809.6,377.1,41.1,9.26,11,1356.4,52.092257,HEALTHY,HEALTHY,March
3.4,447.7,246.9,15.8,779.1,3504.3,6078.4,150.8,18.3,6.84,9.1,1379.3,34.61286805,HEALTHY,HEALTHY,March
5.7,619.5642319,255.5,15.14900298,186,18.8,6913,82.38385356,37.2,6.334117647,9.082255521,907.3994793,57.9584121,HEALTHY,HEALTHY,March
6.66,588.22,263.22,13.12,685.44,5566.5,11275,601.34,48.9,4.4,11.76,440.74,78.37837838,HEALTHY,HEALTHY,March
5.49,692.15,223.67,15.36,544.965,3617,7273.4,426.76,62.59,4.94,10.98,395.74,73.06997743,HEALTHY,HEALTHY,March
3.15,217.46,208.19,12.5,1026.195,4068,6287.2,404.69,17.6,2.56,9.05,279.93,71.19376392,HEALTHY,HEALTHY,March
8.53,775.51,241.08,16.09,958.575,11358.4,3554.934874,900.79,46.29,4.84,10.98,355.17,75.3943662,HEALTHY,HEALTHY,April
8.06,950.25,243.23,17.32,279.63,14595,3554.934874,927.71,61.94,6.7,8.05,1138.79,58.56466302,HEALTHY,HEALTHY,April
8.29,1025.24,261.07,16.13,838.905,8107.8,3554.934874,659.3,84.1,6.84,7.76,1309.18,59.43807763,HEALTHY,HEALTHY,April
5.96,738.89,264.08,13.68,711.45,5674.5,3554.934874,656.53,47.59,5.88,13.91,1152.56,61.78378378,HEALTHY,HEALTHY,April
33.8,366.4,233.6,11.7,779.357182,3494.9,5794,925.7,43.7,6.334117647,9.082255521,907.3994793,50.6295754,HEALTHY,HEALTHY,February
3.907073643,499.3,160.746851,15.14900298,779.357182,737.5,1204.4,82.38385356,46.88323964,3.44,9.082255521,907.3994793,92.1584341,HEALTHY,HEALTHY,February
16.5,237.3,268.8,8,2896.5,155,313,729.5,17.6,5.68,10.2,337.5,65.61538462,HEALTHY,HEALTHY,February
9.77,1088.02,204.18,18.63,318.66,17460.4,53037.4,421.35,51.5,7.44,9.082255521,945.39,63.06483301,HEALTHY,HEALTHY,April
1.7,358.37,145.42,12.94,1421.595,314.7,540.6,228.75,16.3,4.5,13.19,740.91,63.79166667,HEALTHY,HEALTHY,February
2.76,559.62,217.65,16.75,1562.07,1249.5,2323.2,181.95,18.25,4.72,10.41,1138.51,54.05741627,HEALTHY,HEALTHY,February
2.76,457.77,241.72,15.66,768.675,2029.3,3707.8,163.65,18.25,4.1,11.33,417.54,56.6483705,HEALTHY,HEALTHY,February
2.55,584.73,237.86,18.23,1377.375,4415.6,8259.6,284.25,21.51,4.5,11.62,713.14,60.11051693,HEALTHY,HEALTHY,February
1.49,446.61,72.33,14.97,680.235,1061.6,1868.2,12.15,22.17,8.48,5.61,1385.9,68.34893617,HEALTHY,HEALTHY,September
0.85,623.79,138.54,15.8,849.315,2287.7,4333.6,22.35,31.95,7.12,8.33,1047.88,75.6509434,HEALTHY,HEALTHY,September
3.907073643,726.68,88.67,17.85,1104.24,1803.8,2759.6,23.25,32.6,9.68,3.97,1702.96,55.98947368,HEALTHY,HEALTHY,September
1.49,806.9,174.44,16.46,1244.715,3311.7,5149.2,32.55,37.16,9.16,5.4,1592.65,61.32571429,HEALTHY,HEALTHY,September
3.907073643,565.2,38.8,16.09,675.03,742.2,1223.2,7.05,28.69,7.1,6.11,1327.84,57.56115108,HEALTHY,HEALTHY,September
0.64,836.9,150.58,19.21,776.475,1954.1,3916.4,82.38385356,35.21,0.26,9.082255521,907.3994793,67.30165289,HEALTHY,HEALTHY,September
1.49,712.38,60.51,16.62,984.585,1103.9,2247.4,17.25,47.59,8.28,5.9,1368.48,40.81788079,HEALTHY,HEALTHY,September
3.907073643,600.77,73.41,16.46,1824.795,1460.9,2399.2,36.75,33.25,7.08,7.83,1230.4,46.91189427,HEALTHY,HEALTHY,September
1.49,688.67,174.44,17.2,573.585,4500.2,9682,50.55,37.16,8,9.12,1195.81,50.92201835,HEALTHY,HEALTHY,September
1.06,630.07,134.46,16.85,646.41,3725.1,7330.2,32.55,68.46,7.28,7.62,1271.04,66.06032483,HEALTHY,HEALTHY,September
2.76,813.88,141.12,18.16,2261.805,2438,4409.6,42.45,46.94,10.46,6.69,1825.15,61.50188679,HEALTHY,HEALTHY,September
1.49,629.72,130.37,16.14,695.835,1470.3,2437,17.55,28.69,7.08,5.9,1114.27,73.96396396,HEALTHY,HEALTHY,September
1.49,578.8,53.63,16.17,531.96,530.8,1033.6,7.35,36.51,7.86,6.54,1143.56,72.57589286,HEALTHY,HEALTHY,September
2.76,768.54,179.82,17.87,716.655,1738.1,2550.8,20.55,35.86,9.56,6.76,1432.1,73.13199105,HEALTHY,HEALTHY,September
0.64,700.18,112.96,16.13,3034.38,1484.4,2475,60.75,29.99,7.2,10.05,1090.04,77.86046512,HEALTHY,HEALTHY,September
3.907073643,880.84,152.73,18.23,3057.795,2968.8,4694,53.85,37.81,10.92,4.76,1804.7,57.28027682,HEALTHY,HEALTHY,September
0.42,874.57,148.65,19.22,1028.805,2301.7,3575,23.85,38.47,10.66,6.62,1672.92,67.1628866,HEALTHY,HEALTHY,September
0.85,897.24,142.63,18.56,464.325,4317,6382,14.55,39.12,8.58,7.54,1608.55,62.54158607,HEALTHY,HEALTHY,September
0.64,664.25,147.14,16.84,1171.875,3156.7,5661.2,32.85,31.29,10.36,7.04,1750.68,64.75889328,HEALTHY,HEALTHY,September
3.907073643,667.04,160.746851,15.88,490.335,98.6,199.2,82.38385356,101.71,8.06,2.82,1750.42,56.15544041,HEALTHY,HEALTHY,March
7.65,658.32,3.12,14.36,1434.6,93.9,199.2,4.65,125.18,10.9,5.18,2151.05,34.51757188,HEALTHY,HEALTHY,March
3.4,453.94,160.746851,13.61,1026.195,32.9,66.4,4.35,119.96,8.96,5.33,1871.59,62.76833977,HEALTHY,HEALTHY,March
3.907073643,712.38,160.746851,16.93,2186.37,211.4,388.8,82.38385356,133.65,10.34,3.68,2032.4,61.24626866,HEALTHY,HEALTHY,March
3.82,783.19,160.746851,14.67,1582.875,84.6,180.2,3.75,108.23,10.22,4.76,2044.26,34.3650108,HEALTHY,HEALTHY,March
18.69,694.94,26.12,15.65,747.87,1019.3,2038.8,8.55,166.25,11.14,5.18,2210.37,37.59378734,HEALTHY,HEALTHY,March
2.12,724.59,23.75,16.38,1517.835,972.4,1811.2,4.65,108.88,10.7,3.75,2232.08,37.4619883,HEALTHY,HEALTHY,March
3.4,458.82,160.746851,12.97,773.88,2050.989893,3554.934874,82.38385356,80.84,7.7,4.83,1573.46,71.38427948,HEALTHY,HEALTHY,March
7.86,769.23,92.54,15.61,1879.425,2837.3,5907.8,82.38385356,108.23,9.6,4.76,2126.56,60.93103448,HEALTHY,HEALTHY,March
0.85,178.75,160.746851,10.16,924.75,2050.989893,3554.934874,1.95,84.75,7.74,4.26,2116.46,59.95530726,HEALTHY,HEALTHY,March
4.04,690.41,14.29,14.65,948.165,164.4,294,4.95,108.88,9.1,6.33,1958.43,61.45873321,HEALTHY,HEALTHY,March
5.31,495.44,9.14,14.29,456.525,244.3,388.8,2.55,119.31,8.84,6.47,2020.79,59.31985294,HEALTHY,HEALTHY,March
3.61,534.16,24.61,14.74,1447.605,732.8,1223.2,4.35,108.23,9.3,6.9,2011.95,57.43470483,HEALTHY,HEALTHY,March
3.19,720,238.74,14.48,576.18,2626,4504.4,86.55,57.56,3.54,16.59,791.14,69.41013825,HEALTHY,HEALTHY,May
3.82,723.51,197.27,14.18,1416.39,3092.5,5054.4,169.65,42.21,4.24,17.03,917.08,67.59459459,HEALTHY,HEALTHY,May
4.67,529.66,209.42,15.24,1002.795,2611.6,3878.4,127.35,31.13,3.56,16.81,650.17,69.97635934,HEALTHY,HEALTHY,May
5.95,663.22,182.61,15.68,727.05,4040,6040.6,112.95,36.24,6.28,16.44,1220.23,50.48613377,HEALTHY,HEALTHY,May
3.61,747.7,174.86,15.56,516.345,2183.5,3404.4,76.65,34.54,5.26,15.93,1053.62,66.26637555,HEALTHY,HEALTHY,May
4.46,753.31,216.96,14.15,2243.595,4400.7,7311.2,232.35,34.54,4.98,14.4,985.35,66.14473684,HEALTHY,HEALTHY,May
3.82,860.92,188.48,13.21,1117.245,1418.8,2133.6,115.05,34.54,4.26,15.13,750.23,66.00890869,HEALTHY,HEALTHY,May
2.34,533.17,170.68,14.22,581.385,2020,3385.4,70.35,24.3,5.12,14.47,1024.79,65.88026608,HEALTHY,HEALTHY,May
3.82,666.72,172.14,12.91,466.935,904.2,1242.2,32.25,29.42,2.94,14.32,443.38,78.12371134,HEALTHY,HEALTHY,May
2.97,606.43,167.95,13.05,950.76,2207.6,3119.8,121.05,26.86,3.22,14.69,538.03,75.960199,HEALTHY,HEALTHY,May
4.25,817.1,186.17,13.06,924.75,2327.8,3783.6,104.55,26.86,4.16,12.2,571.54,72.30097087,HEALTHY,HEALTHY,May
3.82,544.03,161.25,12.72,503.34,1457.3,2418.2,52.95,31.13,3.56,13.45,565.14,75.8835443,HEALTHY,HEALTHY,May
3.61,806.24,174.45,13.82,368.085,2053.7,3138.8,38.25,34.54,4.22,12.57,656.08,73.39467312,HEALTHY,HEALTHY,May
6.16,958.72,263.03,15.83,1564.665,5733,8069.8,193.35,36.24,5.2,11.47,875.18,65.48648649,HEALTHY,HEALTHY,May
20.18,696.17,244.39,28.42,1614.09,1794,2911.2,82.38385356,35.39,8.28,9.082255521,894.16,39.61374046,HEALTHY,HEALTHY,May
4.25,805.54,206.49,15.68,342.06,2755.9,4049.2,52.35,30.27,4.02,13.52,469.26,77.07253886,HEALTHY,HEALTHY,May
7.65,1143.1,272.66,17.33,1697.325,4117,6268.2,82.38385356,28.57,4.86,12.57,303.15,57.17533719,HEALTHY,HEALTHY,May
5.31,862.32,276.43,16.69,479.94,5223.2,8525,100.95,33.68,4.78,10.96,958,59.69230769,HEALTHY,HEALTHY,May
8.07,652,323.34,15.43,464.325,4655.6,7652.6,129.45,32.83,3.98,13.45,458.91,74.26903553,HEALTHY,HEALTHY,May
4.25,693.01,261.77,15.01,355.08,4232.4,8240.6,124.95,40.51,5,13.52,820.96,70.10501193,HEALTHY,HEALTHY,May
5.1,870.38,288.37,16.02,701.04,4511.4,8069.8,129.15,41.36,5.4,11.4,804.94,69.48356808,HEALTHY,HEALTHY,May
3.61,936.29,208.37,14.74,779.085,2693.3,4485.4,94.35,40.51,4.86,12.79,765.51,65.90178571,HEALTHY,HEALTHY,May
4.46,850.75,233.71,16.89,487.74,1861.3,3044,48.45,39.65,4.22,10.23,826.63,62.12473118,HEALTHY,HEALTHY,May
5.74,797.12,322.29,16.21,1772.76,5579.1,8676.8,248.55,34.54,4.84,13.37,647.45,75.22335025,HEALTHY,HEALTHY,May
9.13,775.39,340.51,16.99,883.125,6016.7,9663,82.38385356,35.39,4.56,11.4,620.59,68.99038462,HEALTHY,HEALTHY,May
3.82,785.2,175.28,13.77,794.685,2034.4,2968.2,82.38385356,37.09,3.82,12.57,727.06,59.91897655,HEALTHY,HEALTHY,May
1.27,444.48,140.52,12.66,1447.605,1390,1925,82.38385356,20.04,3.02,11.99,609.25,70.6235012,HEALTHY,HEALTHY,May
4.67,776.44,248.79,16.09,2529.735,5203.9,7633.6,82.38385356,37.95,3.82,11.25,666.92,66.12328767,HEALTHY,HEALTHY,May
4.25,929.98,268.47,14.27,2612.985,5593.5,8601,82.38385356,43.92,3.74,12.94,607.77,66.66666667,HEALTHY,HEALTHY,May
3.19,579.44,163.76,13.68,724.455,1803.6,2645.8,82.38385356,52.44,2.9,11.62,458.66,73.84084881,HEALTHY,HEALTHY,May
1.7,647.79,160.83,15.19,1494.435,1717,2247.4,82.38385356,24.3,2.96,11.62,418.74,72.41450777,HEALTHY,HEALTHY,May
1.7,547.19,143.03,16.17,524.16,1010,1830.2,82.38385356,37.95,4.6,12.13,538.27,50,HEALTHY,HEALTHY,May
4.25,497.06,186.59,13.81,2339.85,3693.7,5585.4,82.38385356,36.24,4.88,10.3,996.94,57.26996198,HEALTHY,HEALTHY,May
2.12,485.14,125.44,10.07,214.605,1159.1,2076.8,82.38385356,19.19,2.78,12.57,302.65,81.58139535,HEALTHY,HEALTHY,May
4.04,452.89,164.81,13.64,955.965,3150.3,4769.8,82.38385356,24.3,3.72,11.91,870.99,67.17084282,HEALTHY,HEALTHY,May
8.28,395.41,286.9,12.45,659.415,1895,2987,82.38385356,14.92,3.08,12.86,604.08,72.70149254,HEALTHY,HEALTHY,May
7.86,561.91,262.19,17.15,1655.715,3410,5794,82.38385356,20.89,3.24,10.09,459.65,73.3129771,HEALTHY,HEALTHY,May
20.18,619.5642319,160.746851,18.77,1166.67,4617.2,6287.2,82.38385356,46.88323964,6.334117647,9.082255521,907.3994793,68.94915254,HEALTHY,HEALTHY,May
15.51,589.95,314.34,15.92,2592.165,5290.5,7804.4,82.38385356,23.45,3.04,10.52,262.48,63.4541387,HEALTHY,HEALTHY,May
3.907073643,619.5642319,160.746851,15.14900298,779.357182,2050.989893,3554.934874,82.38385356,46.88323964,6.334117647,9.082255521,907.3994793,92.1584341,HEALTHY,HEALTHY,May
6.37,615.19,266.59,13.17,659.415,5877.3,9682,154.65,60.12,5.66,17.39,1193.12,61.64522417,HEALTHY,HEALTHY,May
5.31,510.03,215.49,14.01,636.015,2520.2,3897.4,49.65,65.23,4.66,16.3,1189.42,63.25523013,HEALTHY,HEALTHY,May
6.58,621.5,255.91,15.25,1257.72,4987.5,8676.8,193.05,22.6,4.64,20.39,1070.63,56.27203065,HEALTHY,HEALTHY,May
4.25,803.78,209,15.88,308.25,1856.5,2778.4,68.25,45.62,5.06,22.36,1070.14,63.67901235,HEALTHY,HEALTHY,May
14.02,556.65,352.66,14.72,688.035,8118.5,14613,134.85,45.62,4.16,18.34,1042.53,59.84971098,HEALTHY,HEALTHY,May
7.43,646.04,274.76,14.99,1554.255,4718.2,7292.2,211.95,37.95,4.28,11.04,876.42,68.24553571,HEALTHY,HEALTHY,May
9.98,291.3,177.17,9.7,1595.88,4833.6,6723.4,215.25,20.04,3.28,22.44,430.81,83.70798898,HEALTHY,HEALTHY,May
4.89,335.81,183.87,11.81,1221.3,3131,5206,169.35,17.48,3.6,21.71,728.05,72.61904762,HEALTHY,HEALTHY,May
12.11,646.74,228.47,18.68,1754.565,4208.4,5187.2,182.55,23.45,6.16,20.83,1049.43,35.20670391,HEALTHY,HEALTHY,May
5.52,715.45,232.45,15.08,963.765,2794.3,3954.4,134.85,19.19,4.12,17.1,767.48,69.41013825,HEALTHY,HEALTHY,May
8.07,573.48,286.06,13.9,922.155,3857.3,5623.4,149.55,48.18,3.8,19.29,844.87,71.89498807,HEALTHY,HEALTHY,May
6.16,680.04,286.48,13.51,607.395,6637.2,9530.2,182.25,20.04,5.54,18.56,977.71,66.32104121,HEALTHY,HEALTHY,May
27.83,619.5642319,211.09,21.04,779.357182,2050.989893,3554.934874,82.38385356,33.1,6.334117647,9.082255521,907.3994793,16.47534626,HEALTHY,HEALTHY,May
3.907073643,23.14,220.52,2.68,1624.5,81.8,142.2,275.25,9.55,6.08,13.08,964.65,20.35237523,HEALTHY,HEALTHY,May
13.17,623.61,182.19,30.88,2056.305,5487.7,8923.4,391.35,46.47,12.22,8.11,1001.13,33.43937575,HEALTHY,HEALTHY,May
4.89,621.85,135.91,18.5,867.525,4343,6742.2,183.15,54.11,10.48,10.16,1348.14,15.8985667,HEALTHY,HEALTHY,May
6.58,725.61,190.15,19.71,1086.03,4376.7,7463,233.85,36.28,11.34,8.48,1252.02,16.73165266,HEALTHY,HEALTHY,May
8.28,17.53,257.17,3.93,3169.65,230.9,464.6,360.75,11.46,8.06,6.94,1213.08,19.96574129,HEALTHY,HEALTHY,May
10.16,462.66,8.06,11.36,877.935,37.6,66.4,9.31,119.31,6.46,7.54,1281.89,63.81414141,HEALTHY,HEALTHY,April
1.75,604.96,6.99,15.25,1949.655,606,919.8,15.53,155.82,10.38,4.61,1896.34,26.64020708,HEALTHY,HEALTHY,April
2.22,585.08,5.91,15.8,1312.335,704.6,1488.8,7.93,115.4,10.76,4.33,2034.03,26.09322034,HEALTHY,HEALTHY,April
5.02,758.42,17.73,17.51,2925.135,1390.4,3006,13.46,120.61,10.8,4.83,1866.59,57.89338235,HEALTHY,HEALTHY,April
7.36,1054.54,19.45,19.15,1309.74,958.3,1849.2,22.43,110.83,10.84,4.83,2033.05,37.31086142,HEALTHY,HEALTHY,April
0.35,632.51,5.7,16.85,2280.015,357,673.2,14.84,132.35,10.36,7.97,1693.25,52.75167785,HEALTHY,HEALTHY,April
2.22,837.25,160.746851,17.75,2025.09,2301.7,3821.6,1.03,119.31,10.2,3.97,1725.46,49.02003082,HEALTHY,HEALTHY,April
6.66,528.58,0.54,14.28,1473.615,9.4,123.2,10.01,88.01,8.44,5.4,1347.54,60.6252354,HEALTHY,HEALTHY,April
2.92,847.71,100.28,16.94,2953.74,3490.2,6590.6,45.88,31.95,10.36,6.97,1900.52,55.35640138,HEALTHY,HEALTHY,April
2.45,547.76,27.41,14.98,3252.885,422.8,882,82.38385356,127.13,9.6,9.082255521,1442.7,63.49490835,HEALTHY,HEALTHY,April
0.82,813.18,28.27,18.65,1044.405,2221.9,5016.4,16.91,123.22,10.92,4.04,1644.07,61.812749,HEALTHY,HEALTHY,April
0.82,529.27,11.5,16.35,932.55,169.1,388.8,6.55,41.73,9.46,8.33,1558.01,59.56934307,HEALTHY,HEALTHY,April
6.89,523,33.64,16.6,1632.3,1761.5,2911.2,12.07,101.71,11.02,3.25,1734.31,57.72577697,HEALTHY,HEALTHY,April
9.23,665.65,39.45,14.97,1200.48,385.2,863,11.39,101.05,10.82,6.33,1587.27,59.6827853,HEALTHY,HEALTHY,April
7.59,575.66,3.55,13.33,1244.715,28.2,123.2,5.17,93.88,10.86,6.4,1650.22,60.11068702,HEALTHY,HEALTHY,April
5.02,492.65,23.75,16.93,2480.31,2109.2,4238.8,13.46,101.71,10.36,5.61,1588.01,59.24478178,HEALTHY,HEALTHY,April
3.86,442.08,160.746851,13.23,1731.15,42.3,66.4,7.25,88.67,10.14,6.9,1671.61,49.55031447,HEALTHY,HEALTHY,April
3.907073643,592.4,160.746851,15.04,1837.8,79.9,161.2,11.39,48.9,6.14,9.05,658.59,68.82300885,HEALTHY,HEALTHY,May
3.907073643,411.04,22.68,14.9,2688.42,164.4,256,16.91,26.73,5.48,9.69,733.33,65.25,HEALTHY,HEALTHY,May
3.907073643,933.86,62.23,19.37,2404.875,3621.7,7557.8,38.3,84.75,4.22,6.19,681.21,68.33185841,HEALTHY,HEALTHY,May
3.907073643,836.2,24.18,19.14,2787.27,2339.3,4447.4,24.5,77.58,4.24,8.62,721.53,69.42600897,HEALTHY,HEALTHY,May
3.907073643,860.27,44.39,17.94,2123.94,1150.9,2038.8,13.46,56.72,4.3,11.26,490.41,70.51818182,HEALTHY,HEALTHY,May
3.907073643,459.17,2.69,13.52,2984.955,42.3,47.4,4.48,44.33,4.5,9.26,674.08,61.08560311,HEALTHY,HEALTHY,May
